Date,Adj Close
2022-05-13,107.33000183105469
2022-05-16,105.18000030517578
2022-05-17,108.63999938964844
2022-05-18,104.30000305175781
2022-05-19,103.13999938964844
2022-05-20,102.41999816894531
2022-05-23,105.83000183105469
2022-05-24,101.58999633789062
2022-05-25,103.26000213623047
2022-05-26,105.61000061035156
2022-05-27,109.31999969482422
2022-05-31,110.44000244140625
2022-06-01,109.19000244140625
2022-06-02,110.87000274658203
2022-06-03,108.66999816894531
2022-06-06,107.83000183105469
2022-06-07,107.79000091552734
2022-06-08,107.33999633789062
2022-06-09,103.30000305175781
2022-06-10,99.4000015258789
2022-06-13,95.70999908447266
2022-06-14,94.22000122070312
2022-06-15,95.87999725341797
2022-06-16,94.27999877929688
2022-06-17,94.33999633789062
2022-06-21,93.29000091552734
2022-06-22,93.5
2022-06-23,94.30000305175781
2022-06-24,97.77999877929688
2022-06-27,96.61000061035156
2022-06-28,95.91999816894531
2022-06-29,95.6500015258789
2022-06-30,94.4000015258789
2022-07-01,96.13999938964844
2022-07-05,97.18000030517578
2022-07-06,96.08000183105469
2022-07-07,97.43000030517578
2022-07-08,95.86000061035156
2022-07-11,93.63999938964844
2022-07-12,93.5999984741211
2022-07-13,92.94000244140625
2022-07-14,91.83999633789062
2022-07-15,95.19999694824219
2022-07-18,95.69999694824219
2022-07-19,99.61000061035156
2022-07-20,103.3499984741211
2022-07-21,104.18000030517578
2022-07-22,102.72000122070312
2022-07-25,102.69000244140625
2022-07-26,99.77999877929688
2022-07-27,103.5
2022-07-28,104.9000015258789
2022-07-29,106.0999984741211
2022-08-01,106.22000122070312
2022-08-02,104.70999908447266
2022-08-03,109.0199966430664
2022-08-04,108.12000274658203
2022-08-05,106.62999725341797
2022-08-08,109.11000061035156
2022-08-09,108.12999725341797
2022-08-10,112.43000030517578
2022-08-11,117.69000244140625
2022-08-12,121.56999969482422
2022-08-15,124.26000213623047
2022-08-16,124.95999908447266
2022-08-17,122.80999755859375
2022-08-18,122.66999816894531
2022-08-19,120.13999938964844
2022-08-22,115.94000244140625
2022-08-23,114.86000061035156
2022-08-24,116.41000366210938
2022-08-25,117.45999908447266
2022-08-26,114.06999969482422
2022-08-29,113.52999877929688
2022-08-30,112.43000030517578
2022-08-31,112.08000183105469
2022-09-01,112.52999877929688
2022-09-02,111.19999694824219
2022-09-06,110.08999633789062
2022-09-07,112.69000244140625
2022-09-08,112.33000183105469
2022-09-09,115.18000030517578
2022-09-12,116.38999938964844
2022-09-13,111.76000213623047
2022-09-14,112.5
2022-09-15,110.7699966430664
2022-09-16,108.25
2022-09-19,109.16999816894531
2022-09-20,107.56999969482422
2022-09-21,104.48999786376953
2022-09-22,102.16000366210938
2022-09-23,99.5
2022-09-26,98.12000274658203
2022-09-27,95.8499984741211
2022-09-28,99.4000015258789
2022-09-29,97.44999694824219
2022-09-30,94.33000183105469
2022-10-03,97.12999725341797
2022-10-04,101.44000244140625
2022-10-05,100.80000305175781
2022-10-06,100.04000091552734
2022-10-07,97.16000366210938
2022-10-10,95.16000366210938
2022-10-11,93.0999984741211
2022-10-12,93.41000366210938
2022-10-13,96.63999938964844
2022-10-14,94.44999694824219
2022-10-17,97.33000183105469
2022-10-18,98.4800033569336
2022-10-19,98.98999786376953
2022-10-20,98.58999633789062
2022-10-21,102.04000091552734
2022-10-24,101.72000122070312
2022-10-25,104.36000061035156
2022-10-26,104.62999725341797
2022-10-27,104.44000244140625
2022-10-28,105.94999694824219
2022-10-31,106.54000091552734
2022-11-01,106.0
2022-11-02,101.81999969482422
2022-11-03,99.25
2022-11-04,99.58000183105469
2022-11-07,100.43000030517578
2022-11-08,99.9000015258789
2022-11-09,86.75
2022-11-10,90.45999908447266
2022-11-11,95.01000213623047
2022-11-14,94.27999877929688
2022-11-15,95.51000213623047
2022-11-16,93.94999694824219
2022-11-17,91.44999694824219
2022-11-18,91.80000305175781
2022-11-21,97.58000183105469
2022-11-22,96.20999908447266
2022-11-23,98.87999725341797
2022-11-25,98.87000274658203
2022-11-28,95.69000244140625
2022-11-29,94.69000244140625
2022-11-30,97.87000274658203
2022-12-01,98.58999633789062
2022-12-02,99.43000030517578
2022-12-05,95.93000030517578
2022-12-06,92.29000091552734
2022-12-07,92.1500015258789
2022-12-08,92.55000305175781
2022-12-09,93.37999725341797
2022-12-12,94.66000366210938
2022-12-13,94.69999694824219
2022-12-14,94.1500015258789
2022-12-15,90.48999786376953
2022-12-16,90.08000183105469
2022-12-19,85.77999877929688
2022-12-20,87.0199966430664
2022-12-21,86.91999816894531
2022-12-22,86.66999816894531
2022-12-23,88.01000213623047
2022-12-27,86.37000274658203
2022-12-28,84.16999816894531
2022-12-29,87.18000030517578
2022-12-30,86.87999725341797
2023-01-03,88.97000122070312
2023-01-04,91.9800033569336
2023-01-05,91.91999816894531
2023-01-06,93.91999816894531
2023-01-09,94.7699966430664
2023-01-10,95.55999755859375
2023-01-11,96.33000183105469
2023-01-12,99.80999755859375
2023-01-13,99.4000015258789
2023-01-17,99.91000366210938
2023-01-18,99.04000091552734
2023-01-19,99.08000183105469
2023-01-20,103.4800033569336
2023-01-23,105.69000244140625
2023-01-24,106.0
2023-01-25,108.12000274658203
2023-01-26,109.69999694824219
2023-01-27,109.54000091552734
2023-01-30,107.58999633789062
2023-01-31,108.48999786376953
2023-02-01,109.38999938964844
2023-02-02,113.20999908447266
2023-02-03,110.70999908447266
2023-02-06,109.87000274658203
2023-02-07,111.62999725341797
2023-02-08,111.77999877929688
2023-02-09,110.36000061035156
2023-02-10,108.05999755859375
2023-02-13,107.66000366210938
2023-02-14,107.66000366210938
2023-02-15,109.23999786376953
2023-02-16,105.83000183105469
2023-02-17,105.22000122070312
2023-02-21,102.08999633789062
2023-02-22,101.68000030517578
2023-02-23,101.7300033569336
2023-02-24,100.30000305175781
2023-02-27,100.44999694824219
2023-02-28,99.61000061035156
2023-03-01,98.54000091552734
2023-03-02,98.91999816894531
2023-03-03,101.13999938964844
2023-03-06,100.66000366210938
2023-03-07,99.05999755859375
2023-03-08,99.30000305175781
2023-03-09,96.13999938964844
2023-03-10,93.56999969482422
2023-03-13,92.5999984741211
2023-03-14,93.36000061035156
2023-03-15,93.0999984741211
2023-03-16,94.29000091552734
2023-03-17,93.19999694824219
2023-03-20,94.22000122070312
2023-03-21,96.54000091552734
2023-03-22,94.9000015258789
2023-03-23,95.83000183105469
2023-03-24,94.08000183105469
2023-03-27,95.62000274658203
2023-03-28,94.81999969482422
2023-03-29,96.87000274658203
2023-03-30,98.0999984741211
2023-03-31,100.12999725341797
2023-04-03,99.76000213623047
2023-04-04,99.56999969482422
2023-04-05,99.91000366210938
2023-04-06,99.97000122070312
2023-04-10,100.80999755859375
2023-04-11,100.41999816894531
2023-04-12,97.94000244140625
2023-04-13,100.83999633789062
2023-04-14,99.9000015258789
2023-04-17,100.30000305175781
2023-04-18,100.93000030517578
2023-04-19,98.75
2023-04-20,98.06999969482422
2023-04-21,99.56999969482422
2023-04-24,99.68000030517578
2023-04-25,98.01000213623047
2023-04-26,96.61000061035156
2023-04-27,99.93000030517578
2023-04-28,102.5
